Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
85068-117092,D,Jordan,Jordan Spence,Spence,2.4000000953674316,2,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-74096,D,Jacob,Jacob Moverare,Moverare,8,2,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-149873,D,Santeri,Santeri Hatakka,Hatakka,3.2,10,3500,MIN@SJ,SJ,MIN,,,,,,D/UTIL
85068-159098,D,Brandt,Brandt Clarke,Clarke,5.136363636363637,11,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-167291,D,Tyler,Tyler Inamoto,Inamoto,,,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-168321,D,Kim,Kim Nousiainen,Nousiainen,,,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-74132,D,Maxime,Maxime Lajoie,Lajoie,1.0666666825612385,3,3500,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-162237,D,Ronan,Ronan Seeley,Seeley,,,3500,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-117184,D,Zachary,Zachary Hayes,Hayes,1.0666666825612385,3,3500,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-162241,D,Bryce,Bryce Montgomery,Montgomery,,,3500,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-162278,D,Landon,Landon Kosior,Kosior,,,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-162277,D,Cameron,Cameron Supryka,Supryka,,,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-128500,D,Jack,Jack Ahcan,Ahcan,4.75,6,3500,WPG@BOS,BOS,WPG,,,,,,D/UTIL
85068-117248,D,Jon,Jon Lizotte,Lizotte,8,1,3500,CAR@PIT,PIT,CAR,,,,,,D/UTIL
85068-96801,W,Jakub,Jakub Lauko,Lauko,4.685714176722935,7,3500,WPG@BOS,BOS,WPG,,,,,,W/UTIL
85068-70225,D,Gabriel,Gabriel Carlsson,Carlsson,4.2526317395662,38,3500,WSH@OTT,WSH,OTT,,,,,,D/UTIL
85068-80475,W,Oskar,Oskar Lindblom,Lindblom,3.2906250953674316,32,3500,MIN@SJ,SJ,MIN,,,,,,W/UTIL
85068-148082,D,David,David Farrance,Farrance,,,3500,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-103033,D,Jett,Jett Woo,Woo,,,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-113273,D,Tobias,Tobias Bjornfot,Bjornfot,6,4,3500,CGY@LA,LA,CGY,,,,,,D/UTIL
85068-113281,D,Artemi,Artemi Kniazev,Kniazev,1.600000023841858,2,3500,MIN@SJ,SJ,MIN,,,,,,D/UTIL
85068-113283,D,Lassi,Lassi Thomson,Thomson,0.800000011920929,2,3500,WSH@OTT,OTT,WSH,,,,,,D/UTIL
85068-113285,C,Aliaksei,Aliaksei Protas,Protas,4.305882173426011,34,3500,WSH@OTT,WSH,OTT,,,,,,C/UTIL
85068-113289,C,Rasmus,Rasmus Kupari,Kupari,4.5473685013620475,19,3500,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-113288,D,Ville,Ville Heinola,Heinola,1.0666666825612385,3,3500,WPG@BOS,WPG,BOS,,,,,,D/UTIL
85068-12952,D,Jake,Jake Gardiner,Gardiner,,,3500,CAR@PIT,CAR,PIT,IR,Hip,,,,D/UTIL
85068-103079,D,Brady,Brady Keeper,Keeper,,,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-70325,D,Paul,Paul LaDue,LaDue,3.200000047683716,1,3500,NYI@NYR,NYI,NYR,,,,,,D/UTIL
85068-108240,D,Tarmo,Tarmo Reunanen,Reunanen,,,3500,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-103124,D,Grant,Grant Hutton,Hutton,4.150000095367432,16,3500,NYI@NYR,NYI,NYR,,,,,,D/UTIL
85068-148220,D,Ty,Ty Emberson,Emberson,,,3500,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-177917,D,Anttoni,Anttoni Honka,Honka,,,3500,CAR@PIT,CAR,PIT,,,,,,D/UTIL
85068-169736,D,Simon,Simon Johansson,Johansson,,,3500,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-42780,D,Dillon,Dillon Heatherington,Heatherington,1.0666667090521917,9,3500,WSH@OTT,OTT,WSH,,,,,,D/UTIL
85068-135978,D,Jack,Jack Rathbone,Rathbone,3.4285714285714284,7,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-97090,D,Alexander,Alexander Alexeyev,Alexeyev,5.1200000762939455,5,3500,WSH@OTT,WSH,OTT,IR,Upper body,,,,D/UTIL
85068-97092,D,Alex,Alex Kannok-Leipert,Kannok-Leipert,,,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-12120,D,Matt,Matt Bartkowski,Bartkowski,,,3500,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-97120,D,Cale,Cale Fleury,Fleury,1.7600000381469727,10,3500,SEA@VAN,SEA,VAN,,,,,,D/UTIL
85068-42855,D,Ben,Ben Harpur,Harpur,3.5999999046325684,4,3500,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-59239,D,Joe,Joe Hicketts,Hicketts,,,3500,MIN@SJ,MIN,SJ,,,,,,D/UTIL
85068-42863,D,Derrick,Derrick Pouliot,Pouliot,6.109090631658381,11,3500,MIN@SJ,SJ,MIN,,,,,,D/UTIL
85068-180085,D,Luke,Luke Martin,Martin,,,3500,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-15239,W,Craig,Craig Smith,Smith,4.110526235480058,19,3500,WPG@BOS,BOS,WPG,,,,,,W/UTIL
85068-97177,D,Kristians,Kristians Rubins,Rubins,3.7333332697550454,3,3500,WSH@OTT,OTT,WSH,,,,,,D/UTIL
85068-97181,D,Dylan,Dylan MacPherson,MacPherson,,,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-70565,D,Jacob,Jacob Larsson,Larsson,2.133333365122477,3,3500,WSH@OTT,OTT,WSH,,,,,,D/UTIL
85068-70579,D,Michal,Michal Kempny,Kempny,4.426666768391927,15,3500,SEA@VAN,SEA,VAN,,,,,,D/UTIL
85068-97203,D,Ryan,Ryan Merkley,Merkley,3.7384616167117386,39,3500,MIN@SJ,SJ,MIN,,,,,,D/UTIL
85068-97209,D,Declan,Declan Chisholm,Chisholm,4,2,3500,WPG@BOS,WPG,BOS,,,,,,D/UTIL
85068-97213,D,Ty,Ty Smith,Smith,6.393939393939394,66,3500,CAR@PIT,PIT,CAR,,,,,,D/UTIL
85068-82913,D,Blake,Blake Hillman,Hillman,,,3500,NYI@NYR,NYR,NYI,,,,,,D/UTIL
85068-79846,D,Mark,Mark Friedman,Friedman,4.848484848484849,33,3500,CAR@PIT,PIT,CAR,,,,,,D/UTIL
85068-136184,D,Wyatt,Wyatt Kalynuk,Kalynuk,0.3200000047683716,5,3500,SEA@VAN,VAN,SEA,,,,,,D/UTIL
85068-79866,W,Vinni,Vinni Lettieri,Lettieri,6.7645160305884575,31,3500,WPG@BOS,BOS,WPG,,,,,,W/UTIL
85068-70919,W,Julien,Julien Gauthier,Gauthier,4.452173979386039,23,3400,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-173464,C,Shane,Shane Wright,Wright,3.272727272727273,11,3400,SEA@VAN,SEA,VAN,,,,,,C/UTIL
85068-104016,W,Vitali,Vitali Kravtsov,Kravtsov,3.105882308062385,17,3400,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-42860,W,Curtis,Curtis Lazar,Lazar,4.457142784481957,21,3400,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-54200,C,Ryan,Ryan Carpenter,Carpenter,3.466666811988467,21,3400,NYI@NYR,NYR,NYI,,,,,,C/UTIL
85068-82095,W,Jonah,Jonah Gadjovich,Gadjovich,2.1200000762939455,20,3300,MIN@SJ,SJ,MIN,,,,,,W/UTIL
85068-82180,W,Dominic,Dominic Toninato,Toninato,2.200000047683716,8,3300,WPG@BOS,WPG,BOS,,,,,,W/UTIL
85068-113284,W,Connor,Connor McMichael,McMichael,0.8,10,3300,WSH@OTT,WSH,OTT,,,,,,W/UTIL
85068-8887,W,Ryan,Ryan Reaves,Reaves,2.40000005868765,26,3300,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-170839,C,Nils,Nils Aman,Aman,3.4838709677419355,31,3300,SEA@VAN,VAN,SEA,,,,,,C/UTIL
85068-43089,W,Ross,Ross Johnston,Johnston,1.7999999523162842,8,3200,NYI@NYR,NYI,NYR,,,,,,W/UTIL
85068-82096,W,Kole,Kole Lind,Lind,5.982608961022419,23,3200,SEA@VAN,SEA,VAN,,,,,,W/UTIL
85068-103077,W,Joe,Joe Snively,Snively,3.200000047683716,8,3200,WSH@OTT,WSH,OTT,,,,,,W/UTIL
85068-142023,C,Marco,Marco Rossi,Rossi,2.299999952316284,16,3200,MIN@SJ,MIN,SJ,,,,,,C/UTIL
85068-82909,C,Dylan,Dylan Gambrell,Gambrell,2.588235294117647,17,3200,WSH@OTT,OTT,WSH,,,,,,C/UTIL
85068-178156,C,Sammy,Sammy Walker,Walker,1.600000023841858,4,3200,MIN@SJ,MIN,SJ,,,,,,C/UTIL
85068-66553,C,Lane,Lane Pederson,Pederson,2.4000000953674316,2,3200,SEA@VAN,VAN,SEA,,,,,,C/UTIL
85068-145542,C,Hendrix,Hendrix Lapierre,Lapierre,3.7714285169328963,7,3100,WSH@OTT,WSH,OTT,,,,,,C/UTIL
85068-74025,W,Tim,Tim Gettinger,Gettinger,1.600000023841858,8,3100,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-135675,C,Radim,Radim Zohorna,Zohorna,0.9600000381469727,5,3100,CGY@LA,CGY,LA,,,,,,C/UTIL
85068-62019,W,Nikita,Nikita Soshnikov,Soshnikov,0.800000011920929,8,3100,NYI@NYR,NYI,NYR,,,,,,W/UTIL
85068-15365,W,Andy,Andy Andreoff,Andreoff,3.866666793823242,6,3000,NYI@NYR,NYI,NYR,,,,,,W/UTIL
85068-43015,C,Jacob,Jacob Doty,Doty,,,3000,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-79880,W,C.J.,C.J. Smith,Smith,0,1,3000,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-79887,C,Mike,Mike Vecchione,Vecchione,4.800000190734863,1,3000,WSH@OTT,WSH,OTT,,,,,,C/UTIL
85068-11284,C,Cody,Cody Eakin,Eakin,3.9971426827566963,70,3000,CGY@LA,CGY,LA,,,,,,C/UTIL
85068-62494,C,Joseph,Joseph LaBate,LaBate,,,3000,CAR@PIT,CAR,PIT,,,,,,C/UTIL
85068-68639,W,Steven,Steven Fogarty,Fogarty,0,2,3000,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-168988,W,Bobby,Bobby Trivigno,Trivigno,,,3000,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-68645,W,MacKenzie,MacKenzie MacEachern,MacEachern,2.857142857142857,14,3000,CAR@PIT,CAR,PIT,,,,,,W/UTIL
85068-170039,C,Adam,Adam Edstrom,Edstrom,,,3000,NYI@NYR,NYR,NYI,,,,,,C/UTIL
85068-159803,W,William,William Eklund,Eklund,5.855555640326606,9,3000,MIN@SJ,SJ,MIN,,,,,,W/UTIL
85068-159806,W,Ville,Ville Koivunen,Koivunen,,,3000,CAR@PIT,CAR,PIT,,,,,,W/UTIL
85068-161853,W,Zac,Zac Jordan,Jordan,,,3000,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-161858,C,Kaleb,Kaleb Lawrence,Lawrence,,,3000,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-149574,C,Karl,Karl Henriksson,Henriksson,,,3000,NYI@NYR,NYR,NYI,,,,,,C/UTIL
85068-180299,C,Hunter,Hunter Haight,Haight,,,3000,MIN@SJ,MIN,SJ,,,,,,C/UTIL
85068-180302,C,Josh,Josh Pillar,Pillar,,,3000,MIN@SJ,MIN,SJ,,,,,,C/UTIL
85068-180306,W,Michael,Michael Milne,Milne,,,3000,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-180304,C,Servac,Servac Petrovsky,Petrovsky,,,3000,MIN@SJ,MIN,SJ,,,,,,C/UTIL
85068-66642,W,Austin,Austin Wagner,Wagner,,,3000,CGY@LA,LA,CGY,,,,,,W/UTIL
85068-161883,C,Ryder,Ryder Korczak,Korczak,,,3000,NYI@NYR,NYR,NYI,,,,,,C/UTIL
85068-82011,C,Ben,Ben Jones,Jones,1.600000023841858,2,3000,CGY@LA,CGY,LA,,,,,,C/UTIL
85068-161884,W,Mike,Mike O'Leary,O'Leary,,,3000,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-167004,C,Marc,Marc McLaughlin,McLaughlin,5.309091047807173,11,3000,WPG@BOS,BOS,WPG,,,,,,C/UTIL
85068-161885,C,Matt,Matt Rempe,Rempe,,,3000,NYI@NYR,NYR,NYI,,,,,,C/UTIL
85068-161888,W,Alex,Alex Whelan,Whelan,,,3000,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-180347,W,James,James Stefan,Stefan,,,3000,CGY@LA,LA,CGY,,,,,,W/UTIL
85068-82042,W,Stelio,Stelio Mattheos,Mattheos,,,3000,CAR@PIT,CAR,PIT,,,,,,W/UTIL
85068-180350,C,Riley,Riley Fiddler-Schultz,Fiddler-Schultz,,,3000,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-180349,W,Eric,Eric Alarie,Alarie,,,3000,CGY@LA,LA,CGY,,,,,,W/UTIL
85068-161938,C,Caedan,Caedan Bankier,Bankier,,,3000,MIN@SJ,MIN,SJ,,,,,,C/UTIL
85068-161939,W,Pavel,Pavel Novak,Novak,,,3000,MIN@SJ,MIN,SJ,O,Illness,,,,W/UTIL
85068-116887,W,Sam,Sam Poulin,Poulin,1.9000000272478377,7,3000,CAR@PIT,PIT,CAR,O,Not injury related,,,,W/UTIL
85068-82083,W,Lias,Lias Andersson,Andersson,1.600000023841858,1,3000,CGY@LA,LA,CGY,,,,,,W/UTIL
85068-180402,W,Matt,Matt Alfaro,Alfaro,,,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-180403,W,Cole,Cole Shepard,Shepard,,,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-180406,W,Yushiro,Yushiro Hirano,Hirano,,,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-180404,W,Michael,Michael Regush,Regush,,,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-180405,W,Marc,Marc Gatcomb,Gatcomb,,,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-43196,W,Alan,Alan Quine,Quine,,,3000,CGY@LA,LA,CGY,,,,,,W/UTIL
85068-149697,W,Lauri,Lauri Pajuniemi,Pajuniemi,,,3000,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-54479,W,T.J.,T.J. Tynan,Tynan,4,2,3000,CGY@LA,LA,CGY,,,,,,W/UTIL
85068-73941,C,Tanner,Tanner Kaspick,Kaspick,,,3000,MIN@SJ,MIN,SJ,,,,,,C/UTIL
85068-167128,W,Taylor,Taylor Ward,Ward,,,3000,CGY@LA,LA,CGY,,,,,,W/UTIL
85068-54503,W,Ryan,Ryan Dzingel,Dzingel,4.675000190734863,32,3000,CAR@PIT,CAR,PIT,,,,,,W/UTIL
85068-73966,W,Jeffrey,Jeffrey Viel,Viel,3.200000047683716,1,3000,MIN@SJ,SJ,MIN,,,,,,W/UTIL
85068-168188,C,Sam,Sam Hentges,Hentges,,,3000,MIN@SJ,MIN,SJ,,,,,,C/UTIL
85068-168192,W,Andre,Andre Lee,Lee,,,3000,CGY@LA,LA,CGY,,,,,,W/UTIL
85068-70921,W,Henrik,Henrik Borgstrom,Borgstrom,3.0636363636363635,55,3000,WSH@OTT,WSH,OTT,,,,,,W/UTIL
85068-117013,W,Adam,Adam Beckman,Beckman,2.799999952316284,4,3000,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-82202,C,Alexander,Alexander True,True,1.600000023841858,8,3000,SEA@VAN,SEA,VAN,,,,,,C/UTIL
85068-102690,W,Linus,Linus Karlsson,Karlsson,,,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-74029,W,Ty,Ty Ronning,Ronning,,,3000,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-58678,W,Brendan,Brendan Lemieux,Lemieux,3.700000047683716,16,3000,CGY@LA,LA,CGY,IR,Lower body,,,,W/UTIL
85068-74039,C,Garrett,Garrett Pilon,Pilon,6.800000190734863,2,3000,WSH@OTT,WSH,OTT,,,,,,C/UTIL
85068-152885,C,Viktor,Viktor Lodin,Lodin,4.800000190734863,1,3000,WSH@OTT,OTT,WSH,,,,,,C/UTIL
85068-170302,C,Gustav,Gustav Rydahl,Rydahl,,,3000,NYI@NYR,NYR,NYI,,,,,,C/UTIL
85068-117061,C,Ryan,Ryan Suzuki,Suzuki,,,3000,CAR@PIT,CAR,PIT,,,,,,C/UTIL
85068-117063,C,Blake,Blake Murray,Murray,,,3000,CAR@PIT,CAR,PIT,,,,,,C/UTIL
85068-149828,W,Valtteri,Valtteri Puustinen,Puustinen,9.600000381469727,1,3000,CAR@PIT,PIT,CAR,,,,,,W/UTIL
85068-117062,C,Jamieson,Jamieson Rees,Rees,,,3000,CAR@PIT,CAR,PIT,,,,,,C/UTIL
85068-74067,C,Kevin,Kevin Rooney,Rooney,2.577777862548828,18,3000,CGY@LA,CGY,LA,,,,,,C/UTIL
85068-117087,W,Cole,Cole Schwindt,Schwindt,2.6666666666666665,3,3000,CGY@LA,CGY,LA,,,,,,W/UTIL
85068-82276,C,Oskar,Oskar Steen,Steen,5.44000015258789,20,3000,WPG@BOS,BOS,WPG,,,,,,C/UTIL
85068-74100,C,Tanner,Tanner Fritz,Fritz,,,3000,NYI@NYR,NYR,NYI,,,,,,C/UTIL
85068-162171,W,Connor,Connor Lockhart,Lockhart,,,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-168318,W,Noel,Noel Gunler,Gunler,,,3000,CAR@PIT,CAR,PIT,,,,,,W/UTIL
85068-162172,C,Tristen,Tristen Nielsen,Nielsen,,,3000,SEA@VAN,VAN,SEA,,,,,,C/UTIL
85068-149888,W,Adam,Adam Raska,Raska,0.6400000095367432,5,3000,MIN@SJ,SJ,MIN,,,,,,W/UTIL
85068-21895,W,Chris,Chris Wagner,Wagner,2.4000000953674316,4,3000,WPG@BOS,BOS,WPG,,,,,,W/UTIL
85068-152973,W,Jeff,Jeff Malott,Malott,0,1,3000,WPG@BOS,WPG,BOS,,,,,,W/UTIL
85068-161189,W,Jasper,Jasper Weatherby,Weatherby,4.387999877929688,50,3000,MIN@SJ,SJ,MIN,,,,,,W/UTIL
85068-117161,C,Carson,Carson Focht,Focht,,,3000,SEA@VAN,VAN,SEA,,,,,,C/UTIL
85068-169397,C,Thomas,Thomas Bordeleau,Bordeleau,8.462499618530273,8,3000,MIN@SJ,SJ,MIN,,,,,,C/UTIL
85068-12732,W,Michael,Michael Sgarbossa,Sgarbossa,6.079999923706055,10,3000,WSH@OTT,WSH,OTT,,,,,,W/UTIL
85068-162239,W,Bobby,Bobby Orr,Orr,,,3000,CAR@PIT,CAR,PIT,,,,,,W/UTIL
85068-162240,C,Justin,Justin Robidas,Robidas,,,3000,CAR@PIT,CAR,PIT,,,,,,C/UTIL
85068-162267,W,Justin,Justin Nachbaur,Nachbaur,,,3000,CGY@LA,LA,CGY,,,,,,W/UTIL
85068-162270,W,Martin,Martin Chromiak,Chromiak,,,3000,CGY@LA,LA,CGY,,,,,,W/UTIL
85068-162271,C,Brett,Brett Kemp,Kemp,,,3000,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-162269,C,Francesco,Francesco Pinelli,Pinelli,,,3000,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-128491,W,Mitchell,Mitchell Chaffee,Chaffee,0.800000011920929,2,3000,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-128499,W,Austin,Austin Rueschhoff,Rueschhoff,,,3000,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-103935,C,Filip,Filip Hallander,Hallander,2.4000000953674316,2,3000,CAR@PIT,PIT,CAR,,,,,,C/UTIL
85068-154119,W,Jesper,Jesper Froden,Froden,5.142857142857143,7,3000,SEA@VAN,SEA,VAN,,,,,,W/UTIL
85068-8714,C,Nicklas,Nicklas Backstrom,Backstrom,9.44905637345224,53,3000,WSH@OTT,WSH,OTT,IR,Hip,,,,C/UTIL
85068-173587,W,Adam,Adam Sykora,Sykora,,,3000,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-70167,W,Malte,Malte Stromwall,Stromwall,,,3000,CAR@PIT,CAR,PIT,,,,,,W/UTIL
85068-54816,W,Max,Max McCormick,McCormick,1.7600000381469727,10,3000,SEA@VAN,SEA,VAN,,,,,,W/UTIL
85068-58925,W,Cristiano,Cristiano DiGiacinto,DiGiacinto,,,3000,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-173639,W,Liam,Liam Ohgren,Ohgren,,,3000,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-167499,W,Arshdeep,Arshdeep Bains,Bains,,,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-150105,W,Tuukka,Tuukka Tieksola,Tieksola,,,3000,CAR@PIT,CAR,PIT,,,,,,W/UTIL
85068-152162,W,Vasily,Vasily Podkolzin,Podkolzin,4,16,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-113274,W,Samuel,Samuel Fagemo,Fagemo,8.799999872843424,3,3000,CGY@LA,LA,CGY,,,,,,W/UTIL
85068-8829,C,Nate,Nate Thompson,Thompson,2.9333334258108428,33,3000,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-42628,W,Andrew,Andrew Agozzino,Agozzino,1.600000023841858,1,3000,MIN@SJ,SJ,MIN,,,,,,W/UTIL
85068-59012,W,Jayce,Jayce Hawryluk,Hawryluk,,,3000,WSH@OTT,OTT,WSH,,,,,,W/UTIL
85068-152238,W,Karel,Karel Plasek,Plasek,,,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-142016,C,Quinton,Quinton Byfield,Byfield,2.933333396911621,12,3000,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-167639,W,Vladislav,Vladislav Firstov,Firstov,,,3000,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-103129,C,Ryan,Ryan Lohin,Lohin,,,3000,NYI@NYR,NYR,NYI,,,,,,C/UTIL
85068-148191,C,Scott,Scott Reedy,Reedy,5.597142682756696,35,3000,MIN@SJ,SJ,MIN,,,,,,C/UTIL
85068-146162,W,William,William Lockwood,Lockwood,6.400000095367432,2,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-104183,W,Dominik,Dominik Bokk,Bokk,,,3000,CAR@PIT,CAR,PIT,,,,,,W/UTIL
85068-119549,C,Tyler,Tyler Madden,Madden,,,3000,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-59143,W,Vincent,Vincent Arseneau,Arseneau,,,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-146185,C,Vasily,Vasily Ponomarev,Ponomarev,,,3000,CAR@PIT,CAR,PIT,,,,,,C/UTIL
85068-97049,W,Egor,Egor Sokolov,Sokolov,2.4000000953674316,8,3000,WSH@OTT,OTT,WSH,,,,,,W/UTIL
85068-97057,C,Damien,Damien Giroux,Giroux,,,3000,MIN@SJ,MIN,SJ,,,,,,C/UTIL
85068-42786,W,Justin,Justin Dowling,Dowling,3.709090839732777,22,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-9002,W,Richard,Richard Panik,Panik,4.525000095367432,4,3000,NYI@NYR,NYI,NYR,,,,,,W/UTIL
85068-97073,C,Chase,Chase Wouters,Wouters,,,3000,SEA@VAN,VAN,SEA,,,,,,C/UTIL
85068-70472,W,Drake,Drake Caggiula,Caggiula,1.2000000476837158,4,3000,CAR@PIT,PIT,CAR,,,,,,W/UTIL
85068-59222,W,Clark,Clark Bishop,Bishop,2.8444444868299694,9,3000,CGY@LA,CGY,LA,,,,,,W/UTIL
85068-59245,W,Brandon,Brandon Baddock,Baddock,0,1,3000,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-149357,W,Cole,Cole Reinhardt,Reinhardt,1.600000023841858,1,3000,WSH@OTT,OTT,WSH,,,,,,W/UTIL
85068-59251,W,Michael,Michael Dal Colle,Dal Colle,3.200000047683716,1,3000,WSH@OTT,OTT,WSH,,,,,,W/UTIL
85068-180087,W,Easton,Easton Brodzinski,Brodzinski,,,3000,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-97159,C,Akil,Akil Thomas,Thomas,,,3000,CGY@LA,LA,CGY,O,Shoulder,,,,C/UTIL
85068-82825,C,Otto,Otto Koivula,Koivula,4.400000095367432,8,3000,NYI@NYR,NYI,NYR,,,,,,C/UTIL
85068-97160,C,Aidan,Aidan Dudas,Dudas,,,3000,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-159627,W,Brennan,Brennan Othmann,Othmann,,,3000,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-119693,W,Drew,Drew O'Connor,O'Connor,2.6666666666666665,3,3000,CAR@PIT,PIT,CAR,,,,,,W/UTIL
85068-119692,C,Patrick,Patrick Khodorenko,Khodorenko,,,3000,NYI@NYR,NYR,NYI,,,,,,C/UTIL
85068-101263,W,C.J.,C.J. Suess,Suess,0,1,3000,MIN@SJ,SJ,MIN,,,,,,W/UTIL
85068-159628,C,Samuel,Samuel Helenius,Helenius,,,3000,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-157595,W,Danila,Danila Klimovich,Klimovich,,,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-82844,W,Austin,Austin Poganski,Poganski,1.399999976158142,16,3000,SEA@VAN,SEA,VAN,,,,,,W/UTIL
85068-15267,C,Joseph,Joseph Cramarossa,Cramarossa,3.799999952316284,4,3000,MIN@SJ,MIN,SJ,,,,,,C/UTIL
85068-42918,W,Scott,Scott Sabourin,Sabourin,4.114285605294364,7,3000,WSH@OTT,OTT,WSH,,,,,,W/UTIL
85068-15272,W,Micheal,Micheal Ferland,Ferland,,,3000,SEA@VAN,VAN,SEA,IR,Head,,,,W/UTIL
85068-54193,W,Phillip,Phillip Di Giuseppe,Di Giuseppe,,,3000,SEA@VAN,VAN,SEA,,,,,,W/UTIL
85068-148400,W,Nick,Nick Swaney,Swaney,,,3000,MIN@SJ,MIN,SJ,,,,,,W/UTIL
85068-148401,W,Walker,Walker Duehr,Duehr,0,1,3000,CGY@LA,CGY,LA,,,,,,W/UTIL
85068-169905,W,Alexander,Alexander Pashin,Pashin,,,3000,CAR@PIT,CAR,PIT,,,,,,W/UTIL
85068-97208,C,Kristian,Kristian Reichel,Reichel,4.984615619365986,13,3000,WPG@BOS,WPG,BOS,,,,,,C/UTIL
85068-119745,C,Alex,Alex Turcotte,Turcotte,3,8,3000,CGY@LA,LA,CGY,,,,,,C/UTIL
85068-149440,W,Will,Will Cuylle,Cuylle,,,3000,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-79812,W,John,John Hayden,Hayden,3.2571427481515065,56,3000,SEA@VAN,SEA,VAN,,,,,,W/UTIL
85068-15329,W,Turner,Turner Elson,Elson,1.600000023841858,2,3000,NYI@NYR,NYR,NYI,,,,,,W/UTIL
85068-42977,C,Nic,Nic Petan,Petan,3.799999952316284,8,3000,MIN@SJ,MIN,SJ,,,,,,C/UTIL
